House_Id,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,FirstFlrSF,SecFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
569,5,1979,1979,0.0,943,943,943,0,943,1,4,2,1979.0,2,600,42,0,135960
570,5,1965,1965,108.0,231,1728,1728,0,1728,2,10,0,1987.0,2,576,0,0,142600
571,6,1959,1959,207.0,414,864,864,0,864,1,4,0,1959.0,1,288,168,0,120000
572,7,2009,2009,0.0,0,846,846,846,1692,2,6,0,2009.0,2,650,208,114,224500
573,7,2000,2000,0.0,0,384,774,656,1430,2,8,1,2000.0,2,400,100,0,170000
574,5,1971,2005,82.0,349,372,576,533,1109,1,5,0,1971.0,1,288,35,0,139000
575,5,1947,1950,0.0,442,832,832,384,1216,1,6,0,1947.0,1,336,158,0,118500
576,7,1928,1950,0.0,0,861,877,600,1477,2,6,1,1928.0,1,216,0,50,145000
577,5,1966,1966,97.0,328,1164,1320,0,1320,1,6,2,1966.0,2,564,160,68,164500
578,7,2007,2007,0.0,0,689,703,689,1392,2,5,0,2007.0,2,540,0,102,146000
579,5,1954,1954,335.0,0,1050,1050,745,1795,2,7,0,1954.0,1,352,0,0,131500
580,6,1960,1987,85.0,594,1144,1429,0,1429,1,7,2,1960.0,2,572,216,110,181900
581,8,2008,2009,306.0,0,2042,2042,0,2042,2,8,1,2009.0,3,1390,0,90,253293
582,6,1990,1990,104.0,816,816,816,0,816,1,5,0,1978.4640522875818,0,0,0,32,118500
583,10,1893,2000,0.0,0,1237,1521,1254,2775,3,9,1,1988.0,2,880,105,502,325000
584,4,1935,1995,0.0,0,884,989,584,1573,1,6,0,1935.0,1,240,0,0,133000
585,8,2005,2006,208.0,1460,1868,2028,0,2028,2,7,2,2005.0,3,880,326,66,369900
586,6,1918,2000,0.0,210,816,838,0,838,1,5,0,1961.0,1,275,0,0,130000
587,5,1982,1982,0.0,672,840,860,0,860,1,4,0,1996.0,2,528,0,0,137000
588,5,1968,2003,0.0,1324,1437,1473,0,1473,1,5,2,1968.0,1,452,0,48,143000
589,5,1930,1960,0.0,0,742,779,0,935,1,4,0,1988.0,1,308,0,0,79500
590,7,2004,2004,0.0,490,770,770,812,1582,2,6,0,2004.0,2,520,0,45,185900
591,10,2008,2008,420.0,1338,1722,1728,568,2296,2,10,1,2008.0,3,842,382,274,451950
592,5,1982,2003,0.0,816,816,816,0,816,1,4,0,1985.0,2,816,0,0,138000
593,6,2003,2003,170.0,685,848,848,0,848,1,4,0,2003.0,2,420,140,0,140000
594,5,1975,1975,0.0,0,924,924,0,924,1,5,0,1981.0,1,280,0,0,110000
595,8,2005,2006,238.0,1422,1814,1826,0,1826,2,7,1,2005.0,3,758,180,75,319000
596,6,1910,1993,0.0,0,684,684,684,1368,1,7,0,1930.0,1,216,0,158,114504
597,7,2006,2007,72.0,0,1258,1402,0,1402,0,7,1,2006.0,3,648,120,16,194201
598,5,1977,1977,459.0,1283,1430,1647,0,1647,2,7,1,1977.0,2,621,0,0,217500
599,6,1980,1980,0.0,81,716,716,840,1556,2,6,1,1980.0,2,452,161,0,151000
600,8,2005,2005,280.0,546,1058,1058,846,1904,2,8,1,2003.0,2,736,179,60,275000
601,6,1937,1950,0.0,0,780,780,595,1375,1,6,1,1979.0,1,544,0,162,141000
602,8,1992,1992,0.0,789,908,927,988,1915,2,8,1,1992.0,2,506,120,150,220000
603,7,2004,2005,0.0,0,600,600,600,1200,2,4,0,2004.0,2,480,0,172,151000
604,7,2002,2002,99.0,922,1494,1494,0,1494,2,6,1,2002.0,2,530,192,36,221000
605,7,1965,1990,176.0,454,768,1186,800,1986,2,7,3,1965.0,2,486,0,42,205000
606,5,1996,1996,0.0,732,1040,1040,0,1040,1,6,0,2000.0,2,576,168,0,152000
607,5,1948,2002,0.0,603,896,1112,896,2008,3,8,0,1948.0,1,230,103,0,225000
608,8,1934,1998,0.0,428,965,1940,1254,3194,2,10,2,1934.0,2,380,0,0,359100
609,4,1961,1961,192.0,903,1029,1029,0,1029,1,5,0,1961.0,1,261,64,0,118500
610,9,2000,2000,204.0,904,1440,1476,677,2153,2,8,2,2000.0,3,736,253,142,313000
611,6,1978,1978,233.0,605,1032,1032,0,1032,2,6,1,1978.0,2,564,0,0,148000
612,8,2001,2001,108.0,990,1299,1299,573,1872,2,7,1,2001.0,2,531,160,122,261500
613,5,2007,2007,0.0,206,1120,1120,0,1120,1,6,0,1978.4640522875818,0,0,0,30,147000
614,4,1972,1972,0.0,150,630,630,0,630,1,3,0,1978.4640522875818,0,0,96,24,75500
615,6,1963,1963,156.0,763,936,1054,0,1054,1,6,0,1963.0,2,480,120,0,137500
616,6,2002,2003,0.0,457,783,807,702,1509,2,7,1,2002.0,2,393,100,75,183200
617,6,1954,1954,0.0,0,832,832,0,832,1,4,0,1962.0,2,528,0,0,105500
618,9,2007,2007,452.0,48,1822,1828,0,1828,2,9,1,2007.0,3,774,0,108,314813
619,8,2003,2003,226.0,871,1482,1482,780,2262,2,10,2,2003.0,3,749,168,0,305000
620,3,1914,1950,0.0,41,864,864,0,864,1,5,0,1978.4640522875818,0,0,0,0,67000
621,6,1974,1997,0.0,956,1522,1548,1066,2614,2,9,1,1974.0,2,624,38,243,240000
622,5,1977,1977,153.0,560,980,980,0,980,1,6,0,1986.0,2,484,192,0,135000
623,6,2000,2000,513.0,420,756,756,756,1512,2,4,1,2000.0,2,440,0,32,168500
624,6,1972,1972,288.0,247,732,1012,778,1790,1,8,1,1972.0,2,484,148,0,165150
625,6,1962,1962,261.0,0,1116,1116,0,1116,1,5,0,1962.0,2,440,0,0,160000
626,5,1960,1978,0.0,0,978,1422,0,1422,1,6,1,1960.0,1,286,0,0,139900
627,6,1955,1972,164.0,674,1156,1520,0,1520,1,7,2,1955.0,1,364,0,0,153000
628,5,1969,1969,192.0,650,1040,1040,1040,2080,1,9,2,1969.0,2,504,335,0,135000
629,6,1964,1964,259.0,624,1248,1350,0,1350,1,6,0,1964.0,2,520,176,0,168500
630,5,1880,1991,0.0,0,636,1089,661,1750,1,8,0,1937.0,1,240,0,0,124000
631,8,2006,2006,108.0,24,1554,1554,0,1554,2,6,1,2006.0,2,627,156,73,209500
632,7,1977,1977,209.0,822,1386,1411,0,1411,2,6,1,1977.0,2,544,192,0,82500
633,5,1954,2005,0.0,480,1056,1056,0,1056,1,6,0,1954.0,1,260,390,0,139400
634,6,1980,1980,0.0,1056,1056,1056,0,1056,0,4,0,1980.0,2,576,264,56,144000
635,6,1914,1995,0.0,256,1440,1440,1440,3395,2,14,0,1978.4640522875818,0,0,0,110,200000
636,2,1936,1950,0.0,0,264,800,0,800,1,4,1,1978.4640522875818,0,0,0,0,60000
637,5,1954,1954,0.0,0,811,811,576,1387,2,7,0,1954.0,1,256,0,0,93000
638,5,1910,1950,0.0,0,796,796,0,796,1,4,0,1978.4640522875818,0,0,328,0,85000
639,8,2006,2006,0.0,1154,1520,1567,0,1567,2,7,1,2006.0,3,648,312,0,264561
640,8,2003,2004,472.0,1218,1518,1518,0,1518,1,6,1,2003.0,2,588,185,140,274000
641,7,2001,2001,0.0,738,1057,1057,872,1929,2,7,1,2001.0,2,650,0,235,226000
642,8,1972,1995,0.0,1410,1952,2000,704,2704,2,9,3,1972.0,2,538,269,111,345000
643,5,1969,1969,263.0,493,780,780,840,1620,2,7,0,1969.0,2,462,208,0,152000
644,9,2009,2009,162.0,1121,1766,1766,0,1766,2,7,1,2009.0,3,478,195,130,370878
645,6,1971,1971,0.0,282,981,981,0,981,1,5,0,1979.0,2,576,0,312,143250
646,5,1950,1950,0.0,0,0,1048,0,1048,1,7,0,1950.0,2,420,0,27,98300
647,6,1953,1953,216.0,500,1094,1094,0,1094,1,5,2,1953.0,2,495,0,0,155000
648,6,1966,1966,351.0,0,756,1051,788,1839,1,7,1,1966.0,2,442,0,124,155000
649,4,1970,1970,0.0,131,630,630,0,630,1,3,0,1978.4640522875818,0,0,0,0,84500
650,7,2007,2007,102.75379310344827,0,813,822,843,1665,2,7,0,2007.0,2,562,0,0,205950
651,4,1940,1950,0.0,0,755,755,755,1510,1,7,1,1940.0,1,296,120,0,108000
652,7,1996,1996,0.0,0,880,909,807,1716,2,7,1,1996.0,2,512,0,120,191000
653,6,1906,1995,0.0,0,756,756,713,1469,1,7,0,1906.0,1,216,57,0,135000
654,8,1995,1995,660.0,1696,2109,2113,0,2113,2,7,1,1995.0,3,839,236,46,350000
655,6,1971,1971,381.0,0,525,525,567,1092,1,6,0,1971.0,1,264,0,0,88000
656,5,1959,2006,54.0,806,1053,1053,0,1053,1,5,0,1959.0,1,312,0,0,145500
657,7,1931,2000,0.0,0,776,851,651,1502,1,6,1,1931.0,1,270,0,0,149000
658,6,1948,1950,0.0,0,912,912,546,1458,1,6,1,1948.0,1,330,192,0,97500
659,5,1964,1999,0.0,637,1486,1486,0,1486,1,7,0,1968.0,2,480,0,0,167000
660,7,1976,1976,233.0,0,793,1142,793,1935,2,7,1,1976.0,2,550,0,113,197900
661,8,1994,2005,528.0,1361,1629,1686,762,2448,2,8,1,1994.0,3,711,517,76,402000
662,6,1968,1968,216.0,0,1392,1392,0,1392,1,5,2,1968.0,2,576,0,0,110000
663,4,1972,1972,0.0,920,1138,1181,0,1181,2,6,0,1974.0,2,588,0,0,137500
664,8,2005,2006,0.0,1721,2077,2097,0,2097,1,8,1,2005.0,3,1134,192,267,423000
665,8,2000,2000,40.0,0,1406,1454,482,1936,2,7,1,2000.0,2,504,188,124,230500
666,6,1965,1979,113.0,187,1021,1465,915,2380,2,7,1,1965.0,2,596,0,265,129000
667,6,1994,1998,258.0,1138,1408,1679,0,1679,2,7,1,1994.0,2,575,224,42,193500
668,5,1956,1987,0.0,988,1188,1437,0,1437,1,6,1,1999.0,2,576,304,0,168000
669,4,1922,1950,0.0,0,700,1180,0,1180,1,5,1,1922.0,1,252,0,0,137500
670,6,2005,2005,0.0,193,738,738,738,1476,2,7,0,2005.0,2,540,100,35,173500
671,6,1925,1950,0.0,551,672,697,672,1369,2,6,0,1930.0,1,300,147,0,103600
672,6,1977,1977,0.0,767,1208,1208,0,1208,1,6,1,1977.0,2,546,198,42,165000
673,6,1957,2004,106.0,1186,1477,1839,0,1839,2,7,2,1957.0,2,416,0,87,257500
674,6,1965,1965,0.0,892,1136,1136,0,1136,1,5,1,1965.0,1,384,426,0,140000
675,6,1978,1978,0.0,311,855,855,586,1441,2,7,1,1978.0,2,440,28,0,148500
676,4,1900,1950,0.0,0,1095,1095,679,1774,2,8,0,1920.0,3,779,0,0,87000
677,5,1924,2006,0.0,0,768,792,0,792,1,5,0,1924.0,1,240,316,0,109500
678,8,2008,2008,464.0,0,2046,2046,0,2046,2,7,1,2008.0,3,834,322,82,372500
679,5,1961,1961,57.0,827,988,988,0,988,1,5,0,1963.0,2,572,0,0,128500
680,6,1980,1980,0.0,543,923,923,0,923,2,5,1,1980.0,1,264,80,0,143000
681,5,1932,2000,0.0,182,793,848,672,1520,1,6,0,1968.0,1,281,0,0,159434
682,6,1996,1997,0.0,1003,1291,1291,0,1291,1,6,1,1996.0,2,431,307,0,173000
683,9,2002,2002,215.0,1059,1626,1668,0,1668,2,7,1,2002.0,3,702,257,45,285000
684,7,1998,1998,30.0,0,1195,1195,644,1839,2,7,0,1998.0,2,486,0,81,221000
685,7,1984,1984,0.0,828,1190,1190,900,2090,2,6,1,1984.0,2,577,219,0,207500
686,7,2007,2007,0.0,0,874,874,887,1761,3,7,0,2007.0,2,578,144,105,227875
687,7,2004,2004,0.0,239,551,551,551,1102,2,4,0,2004.0,2,480,0,60,148800
688,8,2007,2007,0.0,945,1419,1419,0,1419,2,7,1,2007.0,2,567,140,0,392000
689,6,2005,2006,256.0,20,1362,1362,0,1362,2,6,1,2005.0,2,460,192,28,194700
690,6,2004,2004,147.0,697,848,848,0,848,1,3,1,2004.0,2,420,149,0,141000
691,10,1994,1995,1170.0,1455,2444,2444,1872,4316,3,10,2,1994.0,3,832,382,50,755000
692,7,1989,1990,293.0,965,1210,1238,1281,2519,2,9,2,1989.0,2,628,320,27,335000
693,5,1921,1968,0.0,0,1073,1073,0,1073,1,4,0,1968.0,1,326,0,0,108480
694,5,1936,1950,0.0,0,927,1067,472,1539,1,5,0,1995.0,2,576,112,0,141500
695,6,1987,1987,72.0,980,1112,1137,0,1137,2,5,1,1987.0,2,551,125,0,176000
696,5,1921,1950,0.0,616,616,616,0,616,1,4,0,1921.0,1,205,0,0,89000
697,5,1952,1952,0.0,210,980,1148,0,1148,1,6,0,1952.0,1,308,0,0,123500
698,5,1965,2009,0.0,553,894,894,0,894,1,5,1,1973.0,1,336,416,144,138500
699,7,2004,2004,0.0,16,1391,1391,0,1391,2,5,0,2004.0,2,530,156,158,196000
700,8,2002,2002,630.0,1274,1800,1800,0,1800,2,7,1,2002.0,3,765,270,78,312500
701,7,1969,1969,168.0,0,1164,1164,0,1164,1,6,0,1969.0,2,528,0,0,140000
702,8,2006,2006,466.0,0,1234,1264,1312,2576,2,10,1,2006.0,3,666,324,100,361919
703,5,1900,1996,0.0,0,360,1032,780,1812,2,8,1,1999.0,2,672,344,0,140000
704,7,2004,2005,109.0,712,1473,1484,0,1484,2,7,0,2004.0,2,606,0,35,213000
705,4,1930,1950,0.0,0,0,372,720,1092,2,7,0,1978.4640522875818,0,0,0,0,55000
706,7,1971,2002,351.0,1219,1643,1824,0,1824,2,5,2,1971.0,2,739,380,48,302000
707,8,2006,2006,176.0,863,1324,1324,0,1324,2,6,1,2006.0,2,550,192,38,254000
708,7,2007,2007,0.0,0,728,728,728,1456,2,8,1,2007.0,2,400,100,24,179540
709,5,1966,1966,41.0,0,876,904,0,904,1,6,0,1966.0,1,408,0,0,109900
710,3,1935,2003,0.0,0,270,729,0,729,1,5,0,1978.4640522875818,0,0,0,0,52000
711,4,1900,1950,0.0,0,859,859,319,1178,1,7,0,1964.0,1,384,68,0,102776
712,8,1988,1989,0.0,767,1228,1228,0,1228,2,5,1,1988.0,2,472,168,120,189000
713,4,1970,1970,160.0,789,960,960,0,960,1,6,0,1970.0,2,576,0,288,129000
714,6,1976,2005,289.0,533,725,725,754,1479,2,6,0,1976.0,2,475,0,44,130500
715,6,1974,1974,174.0,0,1064,1350,0,1350,2,7,1,1974.0,2,478,0,0,165000
716,7,1890,1998,0.0,0,718,1576,978,2554,1,8,0,1996.0,2,704,0,48,159500
717,5,1973,2000,0.0,1084,1176,1178,0,1178,1,5,1,1973.0,2,439,224,0,157000
718,7,1993,1994,651.0,1173,1311,1325,1093,2418,2,9,1,1993.0,3,983,250,154,341000
719,5,1969,1969,0.0,523,971,971,0,971,1,5,1,1969.0,1,300,0,0,128500
720,8,1985,1985,0.0,1148,1742,1742,0,1742,2,5,1,1985.0,2,564,114,28,275000
721,6,2004,2004,169.0,662,848,848,0,848,1,3,0,2004.0,2,420,160,0,143000
722,4,1970,1970,0.0,191,864,864,0,864,1,5,0,1994.0,2,463,0,0,124500
723,4,1954,1972,0.0,0,941,997,473,1470,2,7,0,1958.0,1,548,0,0,135000
724,9,2007,2008,340.0,1234,1698,1698,0,1698,2,8,1,2007.0,3,768,327,64,320000
725,4,1970,1970,0.0,375,864,864,0,864,1,5,0,1989.0,2,660,96,0,120500
726,6,1988,2007,260.0,808,880,1680,0,1680,2,5,1,1988.0,2,540,292,44,222000
727,7,2007,2007,82.0,724,1232,1232,0,1232,2,6,0,2007.0,2,632,132,0,194500
728,5,1958,1958,95.0,0,1584,1776,0,1776,2,9,0,1968.0,3,888,0,25,110000
729,4,1925,1950,0.0,152,780,848,0,1208,1,5,0,1962.0,2,539,0,23,103000
730,8,1995,1996,0.0,1180,1595,1616,0,1616,2,5,1,1995.0,2,608,237,152,236500
731,7,2003,2003,442.0,786,868,1146,0,1146,2,6,1,2003.0,2,438,160,22,187500
732,7,1998,1999,202.0,252,1153,1153,878,2031,2,8,1,1998.0,2,541,192,84,222500
733,5,1961,1983,0.0,594,864,1144,0,1144,1,6,1,1961.0,1,264,165,0,131400
734,5,1968,1968,0.0,0,948,948,0,948,1,6,0,1968.0,1,300,147,0,108000
735,7,1914,1970,0.0,390,880,880,888,1768,1,6,2,1914.0,2,320,0,341,163000
736,3,1950,1950,0.0,0,0,1040,0,1040,2,6,0,1949.0,2,400,0,0,93500
737,8,2005,2005,0.0,0,893,901,900,1801,2,8,1,2005.0,3,800,0,116,239900
738,5,1987,1988,0.0,1200,1200,1200,0,1200,3,5,0,1978.4640522875818,0,0,120,0,179000
739,7,2004,2004,0.0,0,864,864,864,1728,2,7,0,2004.0,2,572,187,56,190000
740,5,1910,2002,0.0,0,264,768,664,1432,2,7,0,1910.0,2,360,270,0,132000
741,6,1961,1996,0.0,832,912,912,0,912,1,5,0,1962.0,1,288,168,0,142000
742,7,2000,2001,108.0,0,1349,1349,0,1349,2,6,0,2000.0,2,539,120,55,179000
743,5,1963,1999,0.0,444,520,1464,0,1464,2,6,1,1997.0,2,480,302,0,175000
744,8,1993,1993,0.0,733,1337,1337,0,1337,2,5,1,1993.0,2,462,96,0,180000
745,8,1976,1996,289.0,575,1142,1175,1540,2715,3,11,2,1994.0,2,831,0,204,299800
746,7,2000,2000,0.0,300,952,980,1276,2256,2,8,1,2000.0,2,554,224,54,236000
747,7,1880,2003,0.0,0,1240,1320,1320,2640,1,8,1,1950.0,4,864,181,0,265979
748,7,1996,1996,338.0,919,1720,1720,0,1720,2,7,1,1996.0,2,527,240,56,260400
749,4,1945,1950,0.0,0,0,1088,441,1529,2,9,0,1945.0,1,240,92,0,98000
750,4,1910,2004,0.0,0,576,792,348,1140,1,7,0,1978.4640522875818,0,0,0,160,96500
751,7,2003,2003,0.0,0,660,660,660,1320,2,6,0,2003.0,2,400,0,48,162000
752,6,1997,1997,0.0,1200,1479,1494,0,1494,2,6,0,1997.0,2,576,168,27,217000
753,8,2005,2005,178.0,0,1030,1038,1060,2098,2,8,1,2005.0,3,878,192,52,275500
754,6,1969,2005,0.0,439,1026,1026,0,1026,1,5,0,1969.0,2,440,171,48,156000
755,6,1999,1999,894.0,381,729,742,729,1471,2,6,0,1999.0,2,440,0,24,172500
756,8,2007,2007,0.0,20,866,866,902,1768,2,7,0,2007.0,2,578,144,105,212000
757,6,1978,1978,328.0,438,672,672,714,1386,2,6,1,1978.0,2,440,335,0,158900
758,7,1999,1999,360.0,549,744,757,744,1501,2,6,0,1999.0,2,440,0,0,179400
759,8,1995,1995,513.0,56,1318,1328,1203,2531,2,9,1,1995.0,3,752,222,98,290000
760,6,1959,1959,0.0,612,864,864,0,864,1,5,0,2008.0,1,300,0,0,127500
761,5,1924,1950,0.0,405,1145,1301,0,1301,1,5,0,1965.0,2,440,0,0,100000
762,7,2009,2009,0.0,24,756,764,783,1547,2,7,0,2009.0,2,614,169,45,215200
763,8,1999,1999,673.0,1163,1252,1268,1097,2365,2,8,1,1999.0,3,856,0,128,337000
764,8,1995,1996,0.0,437,1494,1494,0,1494,1,6,1,1995.0,2,481,0,30,270000
765,9,2008,2008,284.0,0,1498,1506,0,1506,2,6,1,2008.0,2,592,0,174,264132
766,7,1988,1988,42.0,394,980,980,734,1714,2,7,1,1988.0,2,496,228,66,196500
767,6,1940,1985,0.0,660,983,983,767,1750,2,7,0,1989.0,1,423,245,0,160000
768,7,2004,2005,0.0,24,1860,1836,0,1836,2,8,1,2004.0,2,484,120,33,216837
769,8,2003,2003,603.0,1416,1650,1690,1589,3279,3,12,1,2003.0,3,841,503,36,538000
770,5,1982,1982,0.0,685,858,858,0,858,1,5,0,1983.0,2,576,120,0,134900
771,4,1951,1951,0.0,836,836,1220,0,1220,1,6,0,1951.0,2,396,0,0,102000
772,6,1976,1976,0.0,422,1029,1117,0,1117,1,6,1,1976.0,2,672,144,0,107000
773,5,1958,1958,1.0,456,912,912,0,912,1,5,0,1958.0,1,275,0,0,114500
774,8,2006,2006,375.0,0,1935,1973,0,1973,2,9,1,2006.0,3,895,315,45,395000
775,6,1998,1998,320.0,866,1204,1204,0,1204,2,5,0,1998.0,2,412,0,247,162000
776,7,2005,2006,240.0,20,1614,1614,0,1614,2,7,0,2005.0,3,865,144,59,221500
777,5,1974,1974,0.0,762,864,894,0,894,1,5,1,1974.0,2,440,241,0,142500
778,5,1977,1977,320.0,0,0,2020,0,2020,2,10,2,1977.0,2,630,0,0,144000
779,6,1977,1977,90.0,975,975,1004,0,1004,1,4,0,1977.0,2,504,0,0,135000
780,7,1995,1996,38.0,0,1237,1253,0,1253,2,6,1,1995.0,2,402,220,21,176000
781,6,1992,1992,0.0,387,761,810,793,1603,2,7,0,1992.0,2,484,0,124,175900
782,7,2001,2002,0.0,0,1413,1430,0,1430,2,6,0,2001.0,2,605,0,33,187100
783,5,1978,1978,104.0,1097,1097,1110,0,1110,1,4,1,1978.0,2,602,303,30,165500
784,6,1914,2001,0.0,0,742,742,742,1484,2,9,1,1978.4640522875818,0,0,0,291,128000
785,6,1967,1967,0.0,251,1372,1342,0,1342,2,7,1,1967.0,2,457,0,0,161500
786,5,1915,1950,0.0,686,686,966,686,1652,2,7,0,1961.0,1,416,0,0,139000
787,7,2004,2004,0.0,656,956,956,1128,2084,2,8,0,2004.0,2,618,0,45,233000
788,4,1954,2000,0.0,0,901,901,0,901,1,4,0,1954.0,1,281,0,0,107900
789,6,1966,2007,157.0,568,832,976,1111,2087,2,9,0,1966.0,2,444,133,168,187500
790,7,2005,2006,11.0,16,1145,1145,0,1145,2,5,1,2005.0,2,397,100,16,160200
791,6,1976,1976,0.0,539,1029,1062,0,1062,1,5,2,1976.0,2,539,120,0,146800
792,7,1996,1997,0.0,862,1117,1127,886,2013,2,8,1,1997.0,2,455,180,130,269790
793,8,2007,2007,140.0,0,1496,1496,0,1496,2,7,0,2007.0,2,474,168,130,225000
794,7,1994,1996,0.0,0,712,1086,809,1895,2,7,1,1994.0,2,409,143,46,194500
795,6,1980,1981,130.0,0,650,888,676,1564,2,7,1,1980.0,2,476,0,50,171000
796,6,1977,1977,148.0,0,660,1285,0,1285,1,7,1,1977.0,2,528,138,0,143500
797,5,1953,1953,0.0,570,773,773,0,773,1,4,0,1953.0,1,240,0,0,110000
798,9,2008,2009,860.0,0,1926,1966,1174,3140,3,11,2,2009.0,3,820,144,78,485000
799,5,1937,1950,252.0,569,731,981,787,1768,1,7,2,1939.0,1,240,0,0,175000
800,6,1997,1997,0.0,462,616,616,1072,1688,2,8,0,1997.0,2,603,403,114,200000
801,4,1916,1990,0.0,197,1196,1196,0,1196,1,5,0,1957.0,2,440,0,0,109900
802,7,2005,2005,0.0,648,728,728,728,1456,2,7,1,2005.0,2,410,36,18,189000
803,9,2008,2009,424.0,0,1734,1734,1088,2822,3,12,1,2009.0,3,1020,52,170,582933
804,5,1954,1954,0.0,812,936,1128,0,1128,1,5,0,1954.0,1,286,0,0,118000
805,7,2008,2008,256.0,0,1417,1428,0,1428,2,6,0,2008.0,2,554,0,60,227680
806,5,1967,1967,0.0,400,980,980,0,980,2,6,0,1967.0,1,384,68,0,135500
807,5,1923,2004,0.0,1309,1324,1072,504,1576,1,6,1,1923.0,2,528,0,312,223500
808,5,1966,1966,1047.0,516,1024,1086,0,1086,1,6,1,1966.0,2,484,0,0,159950
809,5,1898,1965,0.0,0,849,1075,1063,2138,2,11,0,1910.0,2,360,40,156,106000
810,6,1974,1999,99.0,663,1040,1309,0,1309,1,5,1,1974.0,2,484,265,0,181000
811,6,2004,2004,169.0,662,848,848,0,848,1,4,1,2004.0,2,420,140,0,144500
812,5,1952,1952,0.0,0,540,1044,0,1044,1,4,0,1952.0,2,504,0,0,55993
813,6,1958,1958,243.0,608,1442,1442,0,1442,1,7,0,1958.0,1,301,0,0,157900
814,5,1918,1950,0.0,0,686,686,564,1250,1,7,0,1955.0,1,280,207,0,116000
815,7,1998,1998,442.0,0,1649,1661,0,1661,2,6,0,1998.0,2,598,0,34,224900
816,5,1954,1954,0.0,486,1008,1008,0,1008,1,4,1,1954.0,1,275,0,0,137000
817,8,2002,2002,148.0,1218,1568,1689,0,1689,2,7,2,2002.0,3,857,150,59,271000
818,6,1971,1971,80.0,504,1010,1052,0,1052,1,6,0,1971.0,2,440,0,0,155000
819,7,2009,2010,128.0,733,1358,1358,0,1358,2,6,1,2010.0,2,484,192,35,224000
820,7,2003,2003,0.0,0,798,798,842,1640,2,6,0,2003.0,2,595,0,45,183000
821,4,1953,1953,0.0,0,936,936,0,936,1,4,0,1974.0,2,576,0,32,93000
822,7,2003,2003,0.0,0,847,847,886,1733,2,7,1,2003.0,2,433,100,48,225000
823,6,1940,1950,0.0,0,778,944,545,1489,2,7,1,1940.0,1,240,335,0,139500
824,8,2006,2006,0.0,0,1489,1489,0,1489,2,7,1,2006.0,2,776,0,140,232600
825,10,2007,2008,816.0,1636,2078,2084,0,2084,2,7,1,2007.0,3,1220,188,45,385000
826,5,1924,1950,0.0,784,784,784,0,784,1,5,0,1978.4640522875818,0,0,0,0,109500
827,7,2001,2001,0.0,20,1454,1434,0,1434,2,6,1,2001.0,2,527,290,39,189000
828,5,1967,1967,0.0,249,1013,1160,966,2126,2,7,0,1967.0,2,538,486,0,185000
829,7,2005,2005,0.0,0,600,520,623,1223,2,4,0,2005.0,2,480,0,166,147400
830,6,1957,1957,387.0,1040,1392,1392,0,1392,1,6,2,1957.0,2,458,0,0,166000
831,7,2005,2005,0.0,0,600,520,600,1200,2,4,0,2005.0,2,480,0,166,151000
832,7,2003,2003,223.0,483,941,941,888,1829,2,7,1,2003.0,2,613,192,39,237000
833,6,1964,1964,180.0,196,1516,1516,0,1516,1,6,0,1964.0,2,472,0,0,167000
834,5,1961,1961,136.0,572,1144,1144,0,1144,1,6,0,1961.0,2,456,0,0,139950
835,4,1950,1995,0.0,442,1067,1067,0,1067,2,4,0,1996.0,2,436,290,0,128000
836,5,1948,1973,0.0,338,1559,1559,0,1559,1,5,0,1948.0,2,812,0,116,153500
837,6,1973,1973,158.0,330,483,483,504,987,1,5,0,1973.0,1,264,0,0,100000
838,5,1995,2006,0.0,0,1099,1099,0,1099,1,6,0,1999.0,1,352,278,0,144000
839,5,1946,1995,0.0,352,768,768,432,1200,1,6,0,1946.0,1,240,0,0,130500
840,6,1925,1950,0.0,156,672,810,672,1482,2,7,0,1934.0,1,400,0,0,140000
841,5,1904,2002,0.0,0,650,958,581,1539,2,8,1,1983.0,2,686,70,78,157500
842,6,1966,1966,183.0,312,1127,1165,0,1165,1,6,0,1966.0,2,490,0,129,174900
843,5,1961,1961,0.0,0,1800,1800,0,1800,2,10,0,1978.4640522875818,0,0,0,0,141000
844,5,1915,1950,0.0,0,876,876,540,1416,1,7,1,1949.0,3,720,418,0,153900
845,5,1975,1981,0.0,1390,1390,1701,0,1701,2,6,2,1975.0,2,611,0,0,171000
846,7,1993,1993,137.0,513,740,1006,769,1775,2,7,1,1993.0,2,425,234,72,213000
847,5,1972,1972,0.0,460,864,864,0,864,1,5,1,1972.0,1,338,0,0,133500
848,6,1908,1997,0.0,0,907,1307,1051,2358,3,10,1,1908.0,2,360,486,40,240000
849,6,1976,1994,360.0,0,528,1094,761,1855,2,7,1,1976.0,2,512,113,100,187000
850,6,2003,2003,170.0,659,848,848,0,848,1,3,0,2003.0,2,420,140,0,131500
851,8,2003,2003,40.0,0,1273,1456,0,1456,2,7,1,2003.0,2,400,143,20,215000
852,7,1941,1950,0.0,364,918,918,728,1646,2,7,2,1941.0,1,240,0,0,164000
853,6,1964,1964,115.0,564,1127,1445,0,1445,1,7,1,1964.0,2,645,180,0,158000
854,5,1955,1974,0.0,306,1763,1779,0,1779,1,6,1,1955.0,2,454,0,418,170000
